id,student_id,course_id,enrollment_date,completion_date
c259bcfb-44ef-41f8-967f-2f1efa45ef23,b2a4465b-4171-40f8-84bf-3823c288eaeb,f59ac703-f594-48e7-8827-c317fd037046,2025-12-02,
dbfed668-454d-4688-8d63-966a22906cb0,b2a4465b-4171-40f8-84bf-3823c288eaeb,4d6bb408-d52c-48e9-8390-af91ea71500f,2025-12-02,
06864a55-a5ed-4fde-8935-6ab72dd569bb,e6598944-8a9c-4e86-9ab2-abf8934dd52d,4d6bb408-d52c-48e9-8390-af91ea71500f,2025-12-02,
132d92c9-ec9f-4a24-8a70-52a4fa95866f,e6598944-8a9c-4e86-9ab2-abf8934dd52d,2c0625b9-58b3-4efb-9b42-918932b3e14e,2025-12-02,
2943a583-e2d2-437d-a506-b396a2fb1fe7,4e5f93d9-4097-4778-a042-e4b1478e1d6a,4d6bb408-d52c-48e9-8390-af91ea71500f,2025-12-02,
ea0b1b9a-2d86-412c-8c0e-c2c3efd0b3d7,4e5f93d9-4097-4778-a042-e4b1478e1d6a,f59ac703-f594-48e7-8827-c317fd037046,2025-12-02,
df428c3a-9143-4bf6-9e19-fb4323f2aca5,f65d6a60-3d1f-4458-8ee7-9f4fb4ce006b,f59ac703-f594-48e7-8827-c317fd037046,2025-12-02,
92ae699c-4630-4bab-9a85-8b5bebbf1164,f65d6a60-3d1f-4458-8ee7-9f4fb4ce006b,2c0625b9-58b3-4efb-9b42-918932b3e14e,2025-12-02,
881a7105-4d10-49fe-b7ee-916f77e7d5ea,91b03cc1-8b57-4f24-aed2-88cfc7448add,7a633de8-13a3-41f5-b3f2-b71a2fd33ad6,2025-12-02,
c0cc333c-bfec-49ca-a09d-3d769f48a4bd,91b03cc1-8b57-4f24-aed2-88cfc7448add,2c0625b9-58b3-4efb-9b42-918932b3e14e,2025-12-02,
20baa372-1acc-41c0-bbc5-c85dd978703d,89e5e760-8205-4b37-aa57-9e84196b2ebc,2c0625b9-58b3-4efb-9b42-918932b3e14e,2025-12-02,
fdfe55c8-1780-40c1-8717-3bf9591a66a4,89e5e760-8205-4b37-aa57-9e84196b2ebc,4d6bb408-d52c-48e9-8390-af91ea71500f,2025-12-02,
c8bec42e-c5e0-45f8-94bc-d43cf8b0ce88,a21e67a1-d192-49a7-b58c-efc4f2b0cd40,f59ac703-f594-48e7-8827-c317fd037046,2025-12-02,
99e25f82-5d3d-47e7-8a8b-059783b06f78,a21e67a1-d192-49a7-b58c-efc4f2b0cd40,2c0625b9-58b3-4efb-9b42-918932b3e14e,2025-12-02,
3c244048-2799-4c4b-9a82-c5a5d026600a,43c357c5-c37a-42b7-b528-c39af38682fd,f59ac703-f594-48e7-8827-c317fd037046,2025-12-02,
b16538a6-3a07-4686-80b6-f13bc9429d95,43c357c5-c37a-42b7-b528-c39af38682fd,7a633de8-13a3-41f5-b3f2-b71a2fd33ad6,2025-12-02,
ef4dcee4-4e47-4325-8646-31161ea95172,a58c390c-655e-40f5-bf6b-c77e56d0f722,2c0625b9-58b3-4efb-9b42-918932b3e14e,2025-12-02,
1baef538-24cd-43ae-9660-1eadbd19760b,a58c390c-655e-40f5-bf6b-c77e56d0f722,4d6bb408-d52c-48e9-8390-af91ea71500f,2025-12-02,
6fb18b59-4365-44d4-ba7b-b129da9fc221,f01d5a72-4f6c-4665-81d2-9ab4ed885485,2c0625b9-58b3-4efb-9b42-918932b3e14e,2025-12-02,
1923a2b0-ead9-4c0a-b49a-d132c4222ee1,f01d5a72-4f6c-4665-81d2-9ab4ed885485,7a633de8-13a3-41f5-b3f2-b71a2fd33ad6,2025-12-02,
c82ca552-10db-43b2-8c0e-f74c5d6d3285,f2e92a7f-65e4-48de-9b09-5c44d8b9a0e9,7a633de8-13a3-41f5-b3f2-b71a2fd33ad6,2025-12-02,
32538bb5-4f22-4f53-a781-2caaba5c9d6c,f2e92a7f-65e4-48de-9b09-5c44d8b9a0e9,f59ac703-f594-48e7-8827-c317fd037046,2025-12-02,
fa2d9e64-f9b7-41c0-bd90-3c7de69482d2,5029ca7d-14d1-4a95-ba62-82b52935c35c,2c0625b9-58b3-4efb-9b42-918932b3e14e,2025-12-02,
44804507-1e95-45aa-a1c8-4598493456c6,5029ca7d-14d1-4a95-ba62-82b52935c35c,f59ac703-f594-48e7-8827-c317fd037046,2025-12-02,
1697f691-833d-486d-8a9f-2bab88ba27b9,86d897bd-9e3a-499b-a77f-cb35615343b2,f59ac703-f594-48e7-8827-c317fd037046,2025-12-02,
be1b062c-95c5-480f-a1bf-7149b227b143,86d897bd-9e3a-499b-a77f-cb35615343b2,7a633de8-13a3-41f5-b3f2-b71a2fd33ad6,2025-12-02,
c89590cb-9c0c-4984-aada-a6e449851b41,5d2732f0-8478-4457-b8b3-ea3dd4eaa9ad,7a633de8-13a3-41f5-b3f2-b71a2fd33ad6,2025-12-02,
9954522a-6014-48d1-b1b3-2906068b831d,5d2732f0-8478-4457-b8b3-ea3dd4eaa9ad,f59ac703-f594-48e7-8827-c317fd037046,2025-12-02,
d3f060e2-50e8-42df-9d9f-37ab5a0b133e,2aca9039-4fbe-40d2-8d57-2f6a0821c203,4d6bb408-d52c-48e9-8390-af91ea71500f,2025-12-02,
af97861b-5a8e-4178-9543-d53c5d53ee60,2aca9039-4fbe-40d2-8d57-2f6a0821c203,2c0625b9-58b3-4efb-9b42-918932b3e14e,2025-12-02,
d3c37e88-8798-4030-a253-d604d726bb02,79d54205-289e-4bca-bea5-f90692cb5f0c,2c0625b9-58b3-4efb-9b42-918932b3e14e,2025-12-02,
5f72f5e0-301d-4b62-b1aa-3b27832b6200,79d54205-289e-4bca-bea5-f90692cb5f0c,f59ac703-f594-48e7-8827-c317fd037046,2025-12-02,
54b946fb-0bd1-43a4-bd0c-4477b2e8af8a,acb854f8-aba5-4023-bf1d-449013cb3448,4d6bb408-d52c-48e9-8390-af91ea71500f,2025-12-02,
97e3bc80-8a88-44be-9bc0-e2e25b9c363b,acb854f8-aba5-4023-bf1d-449013cb3448,2c0625b9-58b3-4efb-9b42-918932b3e14e,2025-12-02,
036b1957-ad16-4fde-b83d-88877fa76026,d8cd30e1-60e4-4182-84c3-9eae933739a0,f59ac703-f594-48e7-8827-c317fd037046,2025-12-02,
7c1904c4-8496-410f-9ac7-8596248a4e60,d8cd30e1-60e4-4182-84c3-9eae933739a0,2c0625b9-58b3-4efb-9b42-918932b3e14e,2025-12-02,
2348bef9-edf8-4ca7-9d37-8e97e2df0e8d,37d70e87-1953-4cda-ae45-29aef9a0af82,2c0625b9-58b3-4efb-9b42-918932b3e14e,2025-12-02,
06e18550-deb5-4ade-8500-dcbc3305c0c3,37d70e87-1953-4cda-ae45-29aef9a0af82,4d6bb408-d52c-48e9-8390-af91ea71500f,2025-12-02,
fe9bbb88-b4c6-4436-a269-588a7d47b053,3e1b877a-ae26-4d23-a0ee-ac8e408245f9,7a633de8-13a3-41f5-b3f2-b71a2fd33ad6,2025-12-02,
03b07fab-83e1-45aa-ab2f-852e27abf28a,3e1b877a-ae26-4d23-a0ee-ac8e408245f9,2c0625b9-58b3-4efb-9b42-918932b3e14e,2025-12-02,
07a94d73-d019-4b8f-901a-09aba8068054,401828ff-98fe-4bcc-9447-f4b1ca9d8959,f59ac703-f594-48e7-8827-c317fd037046,2025-12-02,
6473a350-6a8b-4a9c-b325-956fbbb39a31,401828ff-98fe-4bcc-9447-f4b1ca9d8959,2c0625b9-58b3-4efb-9b42-918932b3e14e,2025-12-02,
883b91aa-3c3a-4c05-b732-d6df36e53f08,17f1e371-0469-4158-88f6-c638655f6a6a,4d6bb408-d52c-48e9-8390-af91ea71500f,2025-12-02,
d523065e-be90-4875-a570-6c9a3eace2d9,17f1e371-0469-4158-88f6-c638655f6a6a,f59ac703-f594-48e7-8827-c317fd037046,2025-12-02,
9bf53ea9-3304-4431-a5d9-62b314f15521,f2a19665-2f75-4f5c-85ec-cc12ef6d8b82,2c0625b9-58b3-4efb-9b42-918932b3e14e,2025-12-02,
cd0604fb-d703-42a2-8db4-821d8fd557be,f2a19665-2f75-4f5c-85ec-cc12ef6d8b82,4d6bb408-d52c-48e9-8390-af91ea71500f,2025-12-02,
e7d7111c-c6fd-4662-8ee2-09fd8bf72736,776a3ab5-df87-499b-b59c-490066d1bf16,4d6bb408-d52c-48e9-8390-af91ea71500f,2025-12-02,
33ba61ee-b1aa-4c7b-8a8f-70143bbb3553,776a3ab5-df87-499b-b59c-490066d1bf16,2c0625b9-58b3-4efb-9b42-918932b3e14e,2025-12-02,
d287d912-615d-469c-983d-e1aacce7848e,26929bcf-6c9f-4995-ad08-c185e6ed9dc9,f59ac703-f594-48e7-8827-c317fd037046,2025-12-02,
2e9f576f-e9e2-40ee-8762-c8e477831df9,26929bcf-6c9f-4995-ad08-c185e6ed9dc9,2c0625b9-58b3-4efb-9b42-918932b3e14e,2025-12-02,
adcaf68c-6fd4-4fb7-bdc1-ad54deabc6e6,60238837-b652-45ee-8084-57b958365ccf,f59ac703-f594-48e7-8827-c317fd037046,2025-12-02,
57e18bb2-8cf0-4f11-b0aa-435aaa18a180,60238837-b652-45ee-8084-57b958365ccf,2c0625b9-58b3-4efb-9b42-918932b3e14e,2025-12-02,
37af21fc-2222-4e14-9f39-5ccbcce9ab06,c91489f9-350e-4222-a384-330cca8e6aab,2c0625b9-58b3-4efb-9b42-918932b3e14e,2025-12-02,
b29a2258-9136-4434-bcfd-cc922328170e,c91489f9-350e-4222-a384-330cca8e6aab,4d6bb408-d52c-48e9-8390-af91ea71500f,2025-12-02,
5e10f0b4-f642-4487-886f-d752b4c5b266,299936d1-98ab-4a47-91a0-c54a2a99ffc3,7a633de8-13a3-41f5-b3f2-b71a2fd33ad6,2025-12-02,
2fe73e78-5906-4dbd-87a1-82aec0d879f9,299936d1-98ab-4a47-91a0-c54a2a99ffc3,f59ac703-f594-48e7-8827-c317fd037046,2025-12-02,
5e169120-70e9-40da-88a0-5c9da7150dd1,6003c120-863c-4905-9067-5fd00ed1cb8a,2c0625b9-58b3-4efb-9b42-918932b3e14e,2025-12-02,
d08540cb-e2ab-4fbe-9497-8ba62e15297f,6003c120-863c-4905-9067-5fd00ed1cb8a,f59ac703-f594-48e7-8827-c317fd037046,2025-12-02,
3a6ce498-5bb4-4985-a55b-82ec97a36e64,569754b8-acb2-4e27-a330-3234d1dd7e63,f59ac703-f594-48e7-8827-c317fd037046,2025-12-02,
